CATS21,IMLSN1,HVSI11,FOCSN1,EXTSN1,BM_IJ1,ES_011(X),ES_011(Y),ES_011(X-VRN),ES_011(Y-VRN),ES_021(X),ES_021(Y),ES_021(X-VRN),ES_021(Y-VRN),ES_022(X),ES_022(Y),ES_022(X-VRN),ES_022(Y-VRN),EQ_021(X),EQ_021(Y),GVMTK1,GS_T_1,ESP021,CHP021,MQX031,MQY031,MSX031,MSX031,BM_AN1,Phase Meter-Freq,Phase Meter-Phase,DATE/TIME,TYPE_0,TYPE_1,CHARGE_STATE_0,CHARGE_STATE_1,INJ_VOLTAGE,SF6_pressure,TOTAL_UP_CHARGE,GVM,Energy
2.224664225,0.5946275946,-190.5738706,0.6898656899,7.008547009,20.8346685,-0.09970674487,-0.4046920821,-0.2666666667,-0.2813186813,0.5219941349,-0.005865102639,-0.2769230769,-0.3472527473,-0.1583577713,0.2639296188,-0.4717948718,-0.2857142857,4.728937729,4.278388278,13.13308913,156.5484805,0.6461538462,21.40762463,12.97932403,13.33943694,0.00152590219,-1.21919585,23.92309453,7.00E+03,8.371,23-11-2021 10:59:07,0,1,6,11,-190,87.2,45.5,12.88,155
2.222222222,0.5958485958,-190.4761905,0.6910866911,6.998778999,20.8346685,-0.09970674487,-0.4046920821,-0.2652014652,-0.2827838828,0.5219941349,-0.005865102639,-0.2769230769,-0.3282051282,-0.1583577713,0.2639296188,-0.4717948718,-0.2871794872,4.728937729,4.278388278,13.13308913,156.3810557,0.6461538462,21.40762463,12.97932403,13.33943694,0.00152590219,-1.21919585,23.92309453,7.00E+03,8.013,23-11-2021 10:59:11,0,1,6,11,-190,87.2,45.5,12.88,155
2.222222222,0.5946275946,-190.0854701,0.6886446886,6.998778999,20.8346685,-0.09970674487,-0.4046920821,-0.2622710623,-0.2813186813,0.5219941349,-0.005865102639,-0.2754578755,-0.3428571429,-0.1583577713,0.2639296188,-0.4732600733,-0.2857142857,4.728937729,4.278388278,13.12332112,156.5484805,0.6446886447,21.40762463,12.97932403,13.33943694,0.00152590219,-1.21919585,23.92309453,7.00E+03,8.025,23-11-2021 10:59:15,0,1,6,11,-190,87.2,45.5,12.88,155
2.227106227,0.5982905983,-190.1831502,0.6862026862,6.993894994,20.8346685,-0.09970674487,-0.4046920821,-0.2652014652,-0.2813186813,0.5219941349,-0.005865102639,-0.2769230769,-0.3282051282,-0.1583577713,0.2639296188,-0.4717948718,-0.2857142857,4.728937729,4.278388278,13.12820513,156.5484805,0.6461538462,21.40762463,12.97932403,13.33943694,0.00152590219,-1.21919585,23.92309453,7.00E+03,8.432,23-11-2021 10:59:19,0,1,6,11,-190,87.2,45.5,12.88,155
2.22954823,0.5970695971,-190.4761905,0.6874236874,7.008547009,20.8346685,-0.09970674487,-0.4046920821,-0.2652014652,-0.2827838828,0.5219941349,-0.005865102639,-0.2754578755,-0.336996337,-0.1583577713,0.2639296188,-0.4732600733,-0.2871794872,4.728937729,4.278388278,13.13797314,156.5484805,0.6446886447,21.40762463,12.97932403,13.33943694,0.00152590219,-1.21919585,23.92309453,7.00E+03,8.615,23-11-2021 10:59:23,0,1,6,11,-190,87.2,45.5,12.88,155
2.22954823,0.5982905983,-190.3785104,0.6910866911,7.013431013,20.8346685,-0.09970674487,-0.4046920821,-0.2652014652,-0.2813186813,0.5219941349,-0.005865102639,-0.2754578755,-0.3355311355,-0.1583577713,0.2639296188,-0.4732600733,-0.2871794872,4.728937729,4.278388278,13.13308913,156.2138728,0.6446886447,21.40762463,12.97932403,13.33943694,0.00152590219,-1.21919585,23.92309453,7.00E+03,8.301,23-11-2021 10:59:27,0,1,6,11,-190,87.2,45.5,12.88,155
2.22954823,0.5982905983,-190.1831502,0.6862026862,6.993894994,20.8346685,-0.09970674487,-0.4046920821,-0.2622710623,-0.2813186813,0.5219941349,-0.005865102639,-0.2754578755,-0.3384615385,-0.1583577713,0.2639296188,-0.4732600733,-0.2857142857,4.728937729,4.278388278,13.13308913,156.5484805,0.6461538462,21.40762463,12.97932403,13.33943694,0.00152590219,-1.21919585,23.92309453,7.00E+03,9.113,23-11-2021 10:59:31,0,1,6,11,-190,87.2,45.5,12.88,155
2.227106227,0.5982905983,-190.3785104,0.6886446886,7.003663004,20.8346685,-0.09970674487,-0.4046920821,-0.2637362637,-0.2827838828,0.5219941349,-0.005865102639,-0.2754578755,-0.356043956,-0.1583577713,0.2639296188,-0.4732600733,-0.2857142857,4.728937729,4.278388278,13.13308913,156.5484805,0.6461538462,21.40762463,12.97932403,13.33943694,0.00152590219,-1.21919585,23.92309453,7.00E+03,8.171,23-11-2021 10:59:35,0,1,6,11,-190,87.2,45.5,12.88,155
2.22954823,0.5995115995,-190.5738706,0.6862026862,6.993894994,20.8346685,-0.09970674487,-0.4046920821,-0.2652014652,-0.2798534799,0.5219941349,-0.005865102639,-0.2769230769,-0.3457875458,-0.1583577713,0.2639296188,-0.4717948718,-0.2857142857,4.728937729,4.278388278,13.12820513,156.7161477,0.6461538462,21.40762463,12.97932403,13.33943694,0.00152590219,-1.21919585,23.92309453,7.00E+03,8.339,23-11-2021 10:59:39,0,1,6,11,-190,87.2,45.5,12.88,155
2.21978022,0.5946275946,-190.3785104,0.6898656899,6.993894994,20.8346685,-0.09970674487,-0.4046920821,-0.2622710623,-0.2813186813,0.5219941349,-0.005865102639,-0.2754578755,-0.3326007326,-0.1583577713,0.2639296188,-0.4732600733,-0.2857142857,4.728937729,4.278388278,13.12332112,156.7161477,0.6461538462,21.40762463,12.97932403,13.33943694,0.00152590219,-1.21919585,23.92309453,7.00E+03,8.574,23-11-2021 10:59:44,0,1,6,11,-190,87.2,45.5,12.88,155
2.222222222,0.5958485958,-190.4761905,0.6898656899,6.998778999,20.8346685,-0.09970674487,-0.4046920821,-0.2652014652,-0.2798534799,0.5219941349,-0.005865102639,-0.2769230769,-0.3296703297,-0.1583577713,0.2639296188,-0.4732600733,-0.2857142857,4.728937729,4.278388278,13.11843712,156.7161477,0.6446886447,21.40762463,12.97932403,13.33943694,0.00152590219,-1.21919585,23.92309453,7.00E+03,8.651,23-11-2021 10:59:48,0,1,6,11,-190,87.2,45.5,12.88,155
2.227106227,0.5995115995,-190.5738706,0.6874236874,7.008547009,20.8346685,-0.09970674487,-0.4046920821,-0.2622710623,-0.2813186813,0.5219941349,-0.005865102639,-0.2769230769,-0.3282051282,-0.1583577713,0.2639296188,-0.4717948718,-0.2857142857,4.728937729,4.278388278,13.12332112,156.5484805,0.6461538462,21.40762463,12.97932403,13.33943694,0.00152590219,-1.21919585,23.92309453,7.00E+03,8.874,23-11-2021 10:59:52,0,1,6,11,-190,87.2,45.5,12.88,155
2.227106227,0.5958485958,-190.0854701,0.6862026862,6.993894994,20.8346685,-0.09970674487,-0.4046920821,-0.2666666667,-0.2813186813,0.5219941349,-0.005865102639,-0.2769230769,-0.3282051282,-0.1583577713,0.2639296188,-0.4717948718,-0.2871794872,4.728937729,4.278388278,13.12820513,156.7161477,0.6461538462,21.40762463,12.97932403,13.33943694,0.00152590219,-1.21919585,23.92309453,7.00E+03,8.179,23-11-2021 10:59:56,0,1,6,11,-190,87.2,45.5,12.88,155
2.222222222,0.5946275946,-190.3785104,0.6886446886,6.998778999,20.8346685,-0.09970674487,-0.4046920821,-0.2637362637,-0.2842490842,0.5219941349,-0.005865102639,-0.2769230769,-0.3282051282,-0.1583577713,0.2639296188,-0.4732600733,-0.2857142857,4.728937729,4.278388278,13.13308913,156.5484805,0.6446886447,21.40762463,12.97932403,13.33943694,0.00152590219,-1.21919585,23.92309453,7.00E+03,9.332,23-11-2021 11:00:00,0,1,6,11,-190,87.2,45.5,12.88,155
2.227106227,0.5995115995,-190.4761905,0.6862026862,6.998778999,20.8346685,-0.09970674487,-0.4046920821,-0.2666666667,-0.2827838828,0.5219941349,-0.005865102639,-0.2754578755,-0.3340659341,-0.1583577713,0.2639296188,-0.4732600733,-0.2871794872,4.728937729,4.278388278,13.13308913,156.5484805,0.6446886447,21.40762463,12.97932403,13.33943694,0.00152590219,-1.21919585,23.92309453,7.00E+03,8.326,23-11-2021 11:00:04,0,1,6,11,-190,87.2,45.5,12.88,155
2.227106227,0.5995115995,-190.4761905,0.6886446886,6.998778999,20.8346685,-0.09970674487,-0.4046920821,-0.2652014652,-0.2827838828,0.5219941349,-0.005865102639,-0.2754578755,-0.3384615385,-0.1583577713,0.2639296188,-0.4717948718,-0.2857142857,4.728937729,4.278388278,13.13308913,156.884058,0.6461538462,21.40762463,12.97932403,13.33943694,0.00152590219,-1.21919585,23.92309453,7.00E+03,7.853,23-11-2021 11:00:08,0,1,6,11,-190,87.2,45.5,12.88,155
2.227106227,0.5982905983,-190.8669109,0.6874236874,7.008547009,20.8346685,-0.09970674487,-0.4046920821,-0.2652014652,-0.2827838828,0.5219941349,-0.005865102639,-0.2754578755,-0.3604395604,-0.1583577713,0.2639296188,-0.4717948718,-0.2857142857,4.728937729,4.278388278,13.12332112,156.7161477,0.6446886447,21.40762463,12.97932403,13.33943694,0.00152590219,-1.21919585,23.92309453,7.00E+03,8.493,23-11-2021 11:00:12,0,1,6,11,-190,87.2,45.5,12.88,155
2.227106227,0.5958485958,-190.2808303,0.6898656899,6.998778999,20.8346685,-0.09970674487,-0.4046920821,-0.2652014652,-0.2827838828,0.5219941349,-0.005865102639,-0.2769230769,-0.3282051282,-0.1583577713,0.2639296188,-0.4732600733,-0.2871794872,4.728937729,4.278388278,13.12332112,156.5484805,0.6446886447,21.40762463,12.97932403,13.33943694,0.00152590219,-1.21919585,23.92309453,7.00E+03,7.77,23-11-2021 11:00:16,0,1,6,11,-190,87.2,45.5,12.88,155
2.222222222,0.5958485958,-190.5738706,0.6886446886,6.998778999,20.8346685,-0.09970674487,-0.4046920821,-0.2652014652,-0.2813186813,0.5219941349,-0.005865102639,-0.2754578755,-0.3326007326,-0.1583577713,0.2639296188,-0.4732600733,-0.2871794872,4.728937729,4.278388278,13.12332112,156.5484805,0.6461538462,21.40762463,12.97932403,13.33943694,0.00152590219,-1.21919585,23.92309453,7.00E+03,8.319,23-11-2021 11:00:20,0,1,6,11,-190,87.2,45.5,12.88,155
2.22954823,0.5970695971,-190.3785104,0.6874236874,7.003663004,20.8346685,-0.09970674487,-0.4046920821,-0.2652014652,-0.2827838828,0.5219941349,-0.005865102639,-0.2754578755,-0.3575091575,-0.1583577713,0.2639296188,-0.4717948718,-0.2857142857,4.728937729,4.278388278,13.11843712,156.7161477,0.6446886447,21.40762463,12.97932403,13.33943694,0.00152590219,-1.21919585,23.92309453,7.00E+03,7.774,23-11-2021 11:00:24,0,1,6,11,-190,87.2,45.5,12.88,155
2.224664225,0.5982905983,-190.3785104,0.6874236874,6.989010989,20.8346685,-0.09970674487,-0.4046920821,-0.2622710623,-0.2813186813,0.5219941349,-0.005865102639,-0.2769230769,-0.3311355311,-0.1583577713,0.2639296188,-0.4717948718,-0.2871794872,4.728937729,4.278388278,13.12332112,156.7161477,0.6446886447,21.40762463,12.97932403,13.33943694,0.00152590219,-1.21919585,23.92309453,7.00E+03,8.769,23-11-2021 11:00:28,0,1,6,11,-190,87.2,45.5,12.88,155
2.227106227,0.5970695971,-190.3785104,0.6898656899,7.008547009,20.8346685,-0.09970674487,-0.4046920821,-0.2652014652,-0.2813186813,0.5219941349,-0.005865102639,-0.2769230769,-0.3282051282,-0.1583577713,0.2639296188,-0.4717948718,-0.2871794872,4.728937729,4.278388278,13.13797314,156.7161477,0.6461538462,21.40762463,12.97932403,13.33943694,0.00152590219,-1.21919585,23.92309453,7.00E+03,9.319,23-11-2021 11:00:32,0,1,6,11,-190,87.2,45.5,12.88,155
2.22954823,0.5995115995,-190.4761905,0.6886446886,6.993894994,20.8346685,-0.09970674487,-0.4046920821,-0.2652014652,-0.2813186813,0.5219941349,-0.005865102639,-0.2754578755,-0.358974359,-0.1583577713,0.2639296188,-0.4717948718,-0.2857142857,4.728937729,4.278388278,13.13308913,156.884058,0.6461538462,21.40762463,12.97932403,13.33943694,0.00152590219,-1.21919585,23.92309453,7.00E+03,9.13,23-11-2021 11:00:36,0,1,6,11,-190,87.2,45.5,12.88,155
2.224664225,0.5982905983,-190.3785104,0.6874236874,6.993894994,20.8346685,-0.09970674487,-0.4046920821,-0.2622710623,-0.2813186813,0.5219941349,-0.005865102639,-0.2754578755,-0.3531135531,-0.1583577713,0.2639296188,-0.4732600733,-0.2857142857,4.728937729,4.278388278,13.12820513,156.7161477,0.6446886447,21.40762463,12.97932403,13.33943694,0.00152590219,-1.21919585,23.92309453,7.00E+03,8.635,23-11-2021 11:00:40,0,1,6,11,-190,87.2,45.5,12.88,155
2.21978022,0.5970695971,-190.1831502,0.6898656899,7.003663004,20.8346685,-0.09970674487,-0.4046920821,-0.2652014652,-0.2827838828,0.5219941349,-0.005865102639,-0.2769230769,-0.3443223443,-0.1583577713,0.2639296188,-0.4732600733,-0.2857142857,4.728937729,4.278388278,13.13308913,156.7161477,0.6461538462,21.40762463,12.97932403,13.33943694,0.00152590219,-1.21919585,23.92309453,7.00E+03,7.667,23-11-2021 11:00:44,0,1,6,11,-190,87.2,45.5,12.88,155
2.222222222,0.5958485958,-190.4761905,0.6910866911,7.008547009,20.8346685,-0.09970674487,-0.4046920821,-0.2622710623,-0.2813186813,0.5219941349,-0.005865102639,-0.2769230769,-0.3296703297,-0.1583577713,0.2639296188,-0.4717948718,-0.2857142857,4.728937729,4.278388278,13.12332112,156.884058,0.6461538462,21.40762463,12.97932403,13.33943694,0.00152590219,-1.21919585,23.92309453,7.00E+03,7.557,23-11-2021 11:00:48,0,1,6,11,-190,87.2,45.5,12.88,155
2.227106227,0.5958485958,-190.2808303,0.6886446886,6.993894994,20.8346685,-0.09970674487,-0.4046920821,-0.2666666667,-0.2842490842,0.5219941349,-0.005865102639,-0.2754578755,-0.3326007326,-0.1583577713,0.2639296188,-0.4717948718,-0.2857142857,4.728937729,4.278388278,13.11355311,156.5484805,0.6446886447,21.40762463,12.97932403,13.33943694,0.00152590219,-1.21919585,23.92309453,7.00E+03,7.53,23-11-2021 11:00:52,0,1,6,11,-190,87.2,45.5,12.88,155
2.222222222,0.5958485958,-190.4761905,0.6898656899,6.993894994,20.8346685,-0.09970674487,-0.4046920821,-0.2637362637,-0.2813186813,0.5219941349,-0.005865102639,-0.2769230769,-0.3311355311,-0.1583577713,0.2639296188,-0.4717948718,-0.2871794872,4.728937729,4.278388278,13.11843712,156.884058,0.6461538462,21.40762463,12.97932403,13.33943694,0.00152590219,-1.21919585,23.92309453,7.00E+03,8.35,23-11-2021 11:00:56,0,1,6,11,-190,87.2,45.5,12.88,155
2.22954823,0.5995115995,-190.3785104,0.6862026862,6.993894994,20.8346685,-0.09970674487,-0.4046920821,-0.2652014652,-0.2813186813,0.5219941349,-0.005865102639,-0.2769230769,-0.358974359,-0.1583577713,0.2639296188,-0.4717948718,-0.2871794872,4.728937729,4.278388278,13.12332112,156.884058,0.6461538462,21.40762463,12.97932403,13.33943694,0.00152590219,-1.21919585,23.92309453,7.00E+03,8.152,23-11-2021 11:01:00,0,1,6,11,-190,87.2,45.5,12.88,155
2.227106227,0.5982905983,-190.4761905,0.6874236874,6.993894994,20.8346685,-0.09970674487,-0.4046920821,-0.2652014652,-0.2827838828,0.5219941349,-0.005865102639,-0.2769230769,-0.3399267399,-0.1583577713,0.2639296188,-0.4717948718,-0.2857142857,4.728937729,4.278388278,13.12820513,156.884058,0.6446886447,21.40762463,12.97932403,13.33943694,0.00152590219,-1.21919585,23.92309453,7.00E+03,8.984,23-11-2021 11:01:05,0,1,6,11,-190,87.2,45.5,12.88,155
2.21978022,0.5958485958,-190.2808303,0.6898656899,7.003663004,20.8346685,-0.09970674487,-0.4046920821,-0.2666666667,-0.2827838828,0.5219941349,-0.005865102639,-0.2769230769,-0.3296703297,-0.1583577713,0.2639296188,-0.4717948718,-0.2871794872,4.728937729,4.278388278,13.13308913,156.7161477,0.6446886447,21.40762463,12.97932403,13.33943694,0.00152590219,-1.21919585,23.92309453,7.00E+03,8.228,23-11-2021 11:01:09,0,1,6,11,-190,87.2,45.5,12.88,155
2.21978022,0.5958485958,-190.6715507,0.6910866911,6.998778999,20.8346685,-0.09970674487,-0.4046920821,-0.2666666667,-0.2813186813,0.5219941349,-0.005865102639,-0.2754578755,-0.3282051282,-0.1583577713,0.2639296188,-0.4717948718,-0.2871794872,4.728937729,4.278388278,13.12820513,156.7161477,0.6446886447,21.40762463,12.97932403,13.33943694,0.00152590219,-1.21919585,23.92309453,7.00E+03,8.066,23-11-2021 11:01:13,0,1,6,11,-190,87.2,45.5,12.88,155
2.224664225,0.5970695971,-190.2808303,0.6862026862,6.993894994,20.8346685,-0.09970674487,-0.4046920821,-0.2608058608,-0.2813186813,0.5219941349,-0.005865102639,-0.2769230769,-0.3311355311,-0.1583577713,0.2639296188,-0.4717948718,-0.2871794872,4.728937729,4.278388278,13.12820513,156.7161477,0.6461538462,21.40762463,12.97932403,13.33943694,0.00152590219,-1.21919585,23.92309453,7.00E+03,8.136,23-11-2021 11:01:17,0,1,6,11,-190,87.2,45.5,12.88,155
2.224664225,0.5995115995,-190.1831502,0.6874236874,7.003663004,20.8346685,-0.09970674487,-0.4046920821,-0.2652014652,-0.2813186813,0.5219941349,-0.005865102639,-0.2769230769,-0.3516483516,-0.1583577713,0.2639296188,-0.4732600733,-0.2857142857,4.728937729,4.278388278,13.11843712,156.884058,0.6446886447,21.40762463,12.97932403,13.33943694,0.00152590219,-1.21919585,23.92309453,7.00E+03,8.207,23-11-2021 11:01:21,0,1,6,11,-190,87.2,45.5,12.88,155
2.222222222,0.5958485958,-190.4761905,0.6898656899,7.013431013,20.8346685,-0.09970674487,-0.4046920821,-0.2652014652,-0.2827838828,0.5219941349,-0.005865102639,-0.2769230769,-0.3443223443,-0.1583577713,0.2639296188,-0.4732600733,-0.2857142857,4.728937729,4.278388278,13.11843712,156.7161477,0.6461538462,21.40762463,12.97932403,13.33943694,0.00152590219,-1.21919585,23.92309453,7.00E+03,7.963,23-11-2021 11:01:25,0,1,6,11,-190,87.2,45.5,12.88,155
2.21978022,0.5970695971,-190.3785104,0.6910866911,6.998778999,20.8346685,-0.09970674487,-0.4046920821,-0.2637362637,-0.2813186813,0.5219941349,-0.005865102639,-0.2769230769,-0.3311355311,-0.1583577713,0.2639296188,-0.4717948718,-0.2857142857,4.728937729,4.278388278,13.11843712,156.884058,0.6446886447,21.40762463,12.97932403,13.33943694,0.00152590219,-1.21919585,23.92309453,7.00E+03,8.315,23-11-2021 11:01:29,0,1,6,11,-190,87.2,45.5,12.88,155
2.21978022,0.5958485958,-190.5738706,0.6910866911,6.998778999,20.8346685,-0.09970674487,-0.4046920821,-0.2637362637,-0.2813186813,0.5219941349,-0.005865102639,-0.2769230769,-0.3282051282,-0.1583577713,0.2639296188,-0.4717948718,-0.2857142857,4.728937729,4.278388278,13.12820513,156.7161477,0.6446886447,21.40762463,12.97932403,13.33943694,0.00152590219,-1.21919585,23.92309453,7.00E+03,8.905,23-11-2021 11:01:33,0,1,6,11,-190,87.2,45.5,12.88,155
2.21978022,0.5958485958,-190.1831502,0.6910866911,7.008547009,20.8346685,-0.09970674487,-0.4046920821,-0.2637362637,-0.2798534799,0.5219941349,-0.005865102639,-0.2769230769,-0.3531135531,-0.1583577713,0.2639296188,-0.4717948718,-0.2857142857,4.728937729,4.278388278,13.13308913,156.884058,0.6461538462,21.40762463,12.97932403,13.33943694,0.00152590219,-1.21919585,23.92309453,7.00E+03,8.745,23-11-2021 11:01:37,0,1,6,11,-190,87.2,45.5,12.88,155
2.227106227,0.5995115995,-190.2808303,0.6862026862,6.998778999,20.8346685,-0.09970674487,-0.4046920821,-0.2637362637,-0.2783882784,0.5219941349,-0.005865102639,-0.2769230769,-0.3384615385,-0.1583577713,0.2639296188,-0.4717948718,-0.2857142857,4.728937729,4.278388278,13.13308913,156.5484805,0.6461538462,21.40762463,12.97932403,13.33943694,0.00152590219,-1.21919585,23.92309453,7.00E+03,8.411,23-11-2021 11:01:41,0,1,6,11,-190,87.2,45.5,12.88,155
2.22954823,0.5995115995,-190.1831502,0.6862026862,6.998778999,20.8346685,-0.09970674487,-0.4046920821,-0.2666666667,-0.2813186813,0.5219941349,-0.005865102639,-0.2754578755,-0.3399267399,-0.1583577713,0.2639296188,-0.4717948718,-0.2857142857,4.728937729,4.278388278,13.13308913,157.0522117,0.6446886447,21.40762463,12.97932403,13.33943694,0.00152590219,-1.21919585,23.92309453,7.00E+03,7.998,23-11-2021 11:01:45,0,1,6,11,-190,87.2,45.5,12.88,155
2.227106227,0.5995115995,-190.4761905,0.6862026862,6.993894994,20.8346685,-0.09970674487,-0.4046920821,-0.2637362637,-0.2813186813,0.5219941349,-0.005865102639,-0.2769230769,-0.3326007326,-0.1583577713,0.2639296188,-0.4732600733,-0.2857142857,4.728937729,4.278388278,13.12820513,156.884058,0.6446886447,21.40762463,12.97932403,13.33943694,0.00152590219,-1.21919585,23.92309453,7.00E+03,8.947,23-11-2021 11:01:49,0,1,6,11,-190,87.2,45.5,12.88,155
2.222222222,0.5970695971,-190.5738706,0.6898656899,7.003663004,20.8346685,-0.09970674487,-0.4046920821,-0.2666666667,-0.2813186813,0.5219941349,-0.005865102639,-0.2769230769,-0.3399267399,-0.1583577713,0.2639296188,-0.4717948718,-0.2857142857,4.728937729,4.278388278,13.12332112,157.0522117,0.6461538462,21.40762463,12.97932403,13.33943694,0.00152590219,-1.21919585,23.92309453,7.00E+03,7.849,23-11-2021 11:01:53,0,1,6,11,-190,87.2,45.5,12.88,155
2.224664225,0.5995115995,-190.7692308,0.6910866911,7.008547009,20.8346685,-0.09970674487,-0.4046920821,-0.2652014652,-0.2813186813,0.5219941349,-0.005865102639,-0.2769230769,-0.3282051282,-0.1583577713,0.2639296188,-0.4732600733,-0.2857142857,4.728937729,4.278388278,13.11843712,156.884058,0.6461538462,21.40762463,12.97932403,13.33943694,0.00152590219,-1.21919585,23.92309453,7.00E+03,8.413,23-11-2021 11:01:57,0,1,6,11,-190,87.2,45.5,12.88,155
2.227106227,0.5982905983,-190.3785104,0.6886446886,7.003663004,20.8346685,-0.09970674487,-0.4046920821,-0.2637362637,-0.2827838828,0.5219941349,-0.005865102639,-0.2754578755,-0.3531135531,-0.1583577713,0.2639296188,-0.4717948718,-0.2857142857,4.728937729,4.278388278,13.11843712,156.7161477,0.6461538462,21.40762463,12.97932403,13.33943694,0.00152590219,-1.21919585,23.92309453,7.00E+03,8.62,23-11-2021 11:02:01,0,1,6,11,-190,87.2,45.5,12.88,155
2.224664225,0.5970695971,-190.0854701,0.6874236874,6.998778999,20.8346685,-0.09970674487,-0.4046920821,-0.2637362637,-0.2827838828,0.5219941349,-0.005865102639,-0.2754578755,-0.3399267399,-0.1583577713,0.2639296188,-0.4732600733,-0.2857142857,4.728937729,4.278388278,13.12820513,156.884058,0.6446886447,21.40762463,12.97932403,13.33943694,0.00152590219,-1.21919585,23.92309453,7.00E+03,9.045,23-11-2021 11:02:05,0,1,6,11,-190,87.2,45.5,12.88,155
2.227106227,0.5958485958,-190.2808303,0.6874236874,6.993894994,20.8346685,-0.09970674487,-0.4046920821,-0.2637362637,-0.2827838828,0.5219941349,-0.005865102639,-0.2769230769,-0.3340659341,-0.1583577713,0.2639296188,-0.4717948718,-0.2857142857,4.728937729,4.278388278,13.13308913,157.0522117,0.6446886447,21.40762463,12.97932403,13.33943694,0.00152590219,-1.21919585,23.92309453,7.00E+03,9.118,23-11-2021 11:02:09,0,1,6,11,-190,87.2,45.5,12.88,155
2.222222222,0.5946275946,-190.5738706,0.6898656899,7.008547009,20.8346685,-0.09970674487,-0.4046920821,-0.2622710623,-0.2813186813,0.5219941349,-0.005865102639,-0.2769230769,-0.3282051282,-0.1583577713,0.2639296188,-0.4717948718,-0.2857142857,4.728937729,4.278388278,13.13308913,156.884058,0.6446886447,21.40762463,12.97932403,13.33943694,0.00152590219,-1.21919585,23.92309453,7.00E+03,7.973,23-11-2021 11:02:13,0,1,6,11,-190,87.2,45.5,12.88,155
2.224664225,0.5982905983,-190.3785104,0.6898656899,7.013431013,20.8346685,-0.09970674487,-0.4046920821,-0.2622710623,-0.2827838828,0.5219941349,-0.005865102639,-0.2769230769,-0.3355311355,-0.1583577713,0.2639296188,-0.4717948718,-0.2857142857,4.728937729,4.278388278,13.13308913,156.884058,0.6461538462,21.40762463,12.97932403,13.33943694,0.00152590219,-1.21919585,23.92309453,7.00E+03,8.938,23-11-2021 11:02:17,0,1,6,11,-190,87.2,45.5,12.88,155
2.22954823,0.5995115995,-190.3785104,0.6862026862,6.993894994,20.8346685,-0.09970674487,-0.4046920821,-0.2652014652,-0.2813186813,0.5219941349,-0.005865102639,-0.2754578755,-0.3531135531,-0.1583577713,0.2639296188,-0.4732600733,-0.2857142857,4.728937729,4.278388278,13.12332112,156.884058,0.6461538462,21.40762463,12.97932403,13.33943694,0.00152590219,-1.21919585,23.92309453,7.00E+03,8.227,23-11-2021 11:02:21,0,1,6,11,-190,87.2,45.5,12.88,155
2.231990232,0.5995115995,-190.4761905,0.6862026862,6.989010989,20.8346685,-0.09970674487,-0.4046920821,-0.2652014652,-0.2813186813,0.5219941349,-0.005865102639,-0.2769230769,-0.3296703297,-0.1583577713,0.2639296188,-0.4732600733,-0.2871794872,4.728937729,4.278388278,13.12332112,156.884058,0.6461538462,21.40762463,12.97932403,13.33943694,0.00152590219,-1.21919585,23.92309453,7.00E+03,8.368,23-11-2021 11:02:25,0,1,6,11,-190,87.2,45.5,12.88,155
2.222222222,0.5946275946,-190.2808303,0.6898656899,7.003663004,20.8346685,-0.09970674487,-0.4046920821,-0.2637362637,-0.2827838828,0.5219941349,-0.005865102639,-0.2754578755,-0.3384615385,-0.1583577713,0.2639296188,-0.4732600733,-0.2857142857,4.728937729,4.278388278,13.11843712,156.884058,0.6446886447,21.40762463,12.97932403,13.33943694,0.00152590219,-1.21919585,23.92309453,7.00E+03,8.164,23-11-2021 11:02:29,0,1,6,11,-190,87.2,45.5,12.88,155
2.22954823,0.5982905983,-190.4761905,0.6874236874,6.989010989,20.8346685,-0.09970674487,-0.4046920821,-0.2637362637,-0.2813186813,0.5219941349,-0.005865102639,-0.2754578755,-0.3443223443,-0.1583577713,0.2639296188,-0.4732600733,-0.2857142857,4.728937729,4.278388278,13.12332112,157.0522117,0.6461538462,21.40762463,12.97932403,13.33943694,0.00152590219,-1.21919585,23.92309453,7.00E+03,8.375,23-11-2021 11:02:34,0,1,6,11,-190,87.2,45.5,12.88,155
2.21978022,0.5970695971,-190.4761905,0.6910866911,7.003663004,20.8346685,-0.09970674487,-0.4046920821,-0.2652014652,-0.2813186813,0.5219941349,-0.005865102639,-0.2769230769,-0.3413919414,-0.1583577713,0.2639296188,-0.4717948718,-0.2857142857,4.728937729,4.278388278,13.12820513,157.0522117,0.6461538462,21.40762463,12.97932403,13.33943694,0.00152590219,-1.21919585,23.92309453,7.00E+03,8.732,23-11-2021 11:02:38,0,1,6,11,-190,87.2,45.5,12.88,155
2.22954823,0.5982905983,-190.5738706,0.6862026862,6.998778999,20.8346685,-0.09970674487,-0.4046920821,-0.2622710623,-0.2813186813,0.5219941349,-0.005865102639,-0.2754578755,-0.3457875458,-0.1583577713,0.2639296188,-0.4732600733,-0.2871794872,4.728937729,4.278388278,13.13308913,157.0522117,0.6461538462,21.40762463,12.97932403,13.33943694,0.00152590219,-1.21919585,23.92309453,7.00E+03,9.022,23-11-2021 11:02:42,0,1,6,11,-190,87.2,45.5,12.88,155
