CATS21,IMLSN1,HVSI11,ES_011(X),ES_011(Y),ES_011(X-VRN),ES_011(Y-VRN),ES_021(X),ES_021(Y),ES_021(X-VRN),ES_021(Y-VRN),ES_022(X),ES_022(Y),ES_022(X-VRN),ES_022(Y-VRN),EQ_021(X),EQ_021(Y),GS_T_1,ESP021,CHP021,Phase Meter-Freq,Phase Meter-Phase,DATE/TIME,TYPE_0,TYPE_1,CHARGE_STATE_0,CHARGE_STATE_1,INJ_VOLTAGE,SF6_pressure,TOTAL_UP_CHARGE,GVM,Energy
2.19047619,1.975579976,-161.1721612,0.1583577713,-1.284457478,-0.007326007326,-0.03076923077,0.4750733138,-0.1114369501,-0.2783882784,-0.4527472527,0.01759530792,0.2521994135,-0.2989010989,-0.2857142857,3.897435897,3.457875458,,0.5289377289,16.12903226,7.00E+03,0.685,15-11-2021 12:30:41,1,0,6,9,-160,87.4,42,12.798,120
2.195360195,1.973137973,-161.1721612,0.1583577713,-1.284457478,-0.004395604396,-0.0336996337,0.4750733138,-0.1114369501,-0.2769230769,-0.4615384615,0.01759530792,0.2521994135,-0.2974358974,-0.2871794872,3.897435897,3.457875458,,0.5274725275,16.12903226,7.00E+03,0.889,15-11-2021 12:30:45,1,0,6,9,-160,87.4,42,12.798,120
2.192918193,1.975579976,-160.8791209,0.1583577713,-1.284457478,-0.004395604396,-0.0336996337,0.4750733138,-0.1114369501,-0.2783882784,-0.4483516484,0.01759530792,0.2521994135,-0.2989010989,-0.2857142857,3.897435897,3.457875458,,0.5289377289,16.12903226,7.00E+03,0.95,15-11-2021 12:30:50,1,0,6,9,-160,87.4,42,12.798,120
2.192918193,1.974358974,-160.7814408,0.1583577713,-1.284457478,-0.005860805861,-0.03223443223,0.4750733138,-0.1114369501,-0.2798534799,-0.4424908425,0.01759530792,0.2521994135,-0.2989010989,-0.2857142857,3.897435897,3.457875458,,0.5289377289,16.12903226,7.00E+03,0.772,15-11-2021 12:30:54,1,0,6,9,-160,87.4,42,12.798,120
2.192918193,1.974358974,-160.8791209,0.1583577713,-1.284457478,-0.004395604396,-0.03516483516,0.4750733138,-0.1114369501,-0.2783882784,-0.4380952381,0.01759530792,0.2521994135,-0.2989010989,-0.2857142857,3.897435897,3.457875458,,0.5289377289,16.12903226,7.00E+03,0.528,15-11-2021 12:30:58,1,0,6,9,-160,87.4,42,12.798,120
2.19047619,1.974358974,-161.0744811,0.1583577713,-1.284457478,-0.004395604396,-0.0336996337,0.4750733138,-0.1114369501,-0.2783882784,-0.4483516484,0.01759530792,0.2521994135,-0.2989010989,-0.2857142857,3.897435897,3.457875458,,0.5274725275,16.12903226,7.00E+03,0.777,15-11-2021 12:31:02,1,0,6,9,-160,87.4,42,12.798,120
2.197802198,1.971916972,-161.0744811,0.1583577713,-1.284457478,-0.004395604396,-0.0336996337,0.4750733138,-0.1114369501,-0.2783882784,-0.4336996337,0.01759530792,0.2521994135,-0.2989010989,-0.2871794872,3.897435897,3.457875458,,0.5289377289,16.12903226,7.00E+03,0.987,15-11-2021 12:31:06,1,0,6,9,-160,87.4,42,12.798,120
2.19047619,1.975579976,-160.8791209,0.1583577713,-1.284457478,-0.005860805861,-0.03223443223,0.4750733138,-0.1114369501,-0.2783882784,-0.4351648352,0.01759530792,0.2521994135,-0.2989010989,-0.2871794872,3.897435897,3.457875458,,0.5289377289,16.12903226,7.00E+03,0.979,15-11-2021 12:31:10,1,0,6,9,-160,87.4,42,12.798,120
2.19047619,1.976800977,-160.7814408,0.1583577713,-1.284457478,-0.005860805861,-0.03223443223,0.4750733138,-0.1114369501,-0.2783882784,-0.443956044,0.01759530792,0.2521994135,-0.2989010989,-0.2857142857,3.897435897,3.457875458,,0.5289377289,16.12903226,7.00E+03,0.368,15-11-2021 12:31:14,1,0,6,9,-160,87.4,42,12.798,120
2.192918193,1.978021978,-160.976801,0.1583577713,-1.284457478,-0.005860805861,-0.0336996337,0.4750733138,-0.1114369501,-0.2769230769,-0.4600732601,0.01759530792,0.2521994135,-0.2989010989,-0.2871794872,3.897435897,3.457875458,,0.5274725275,16.12903226,7.00E+03,0.779,15-11-2021 12:31:18,1,0,6,9,-160,87.4,42,12.798,120
2.19047619,1.974358974,-160.8791209,0.1583577713,-1.284457478,-0.004395604396,-0.03223443223,0.4750733138,-0.1114369501,-0.2783882784,-0.4380952381,0.01759530792,0.2521994135,-0.2989010989,-0.2871794872,3.897435897,3.457875458,,0.5289377289,16.12903226,7.00E+03,0.701,15-11-2021 12:31:22,1,0,6,9,-160,87.4,42,12.798,120
2.19047619,1.975579976,-161.0744811,0.1583577713,-1.284457478,-0.004395604396,-0.0336996337,0.4750733138,-0.1114369501,-0.2783882784,-0.4498168498,0.01759530792,0.2521994135,-0.2989010989,-0.2857142857,3.897435897,3.457875458,,0.5289377289,16.12903226,7.00E+03,0.921,15-11-2021 12:31:26,1,0,6,9,-160,87.4,42,12.798,120
2.197802198,1.974358974,-160.8791209,0.1583577713,-1.284457478,-0.004395604396,-0.0336996337,0.4750733138,-0.1114369501,-0.2783882784,-0.4366300366,0.01759530792,0.2521994135,-0.2989010989,-0.2857142857,3.897435897,3.457875458,,0.5289377289,16.12903226,7.00E+03,1.041,15-11-2021 12:31:30,1,0,6,9,-160,87.4,42,12.798,120
2.192918193,1.973137973,-161.1721612,0.1583577713,-1.284457478,-0.004395604396,-0.0336996337,0.4750733138,-0.1114369501,-0.2798534799,-0.4322344322,0.01759530792,0.2521994135,-0.2989010989,-0.2871794872,3.897435897,3.457875458,,0.5289377289,16.12903226,7.00E+03,0.983,15-11-2021 12:31:34,1,0,6,9,-160,87.4,42,12.798,120
2.19047619,1.975579976,-161.1721612,0.1583577713,-1.284457478,-0.004395604396,-0.03223443223,0.4750733138,-0.1114369501,-0.2783882784,-0.4307692308,0.01759530792,0.2521994135,-0.2989010989,-0.2871794872,3.897435897,3.457875458,,0.5289377289,16.12903226,7.00E+03,0.685,15-11-2021 12:31:38,1,0,6,9,-160,87.4,42,12.798,120
2.192918193,1.974358974,-160.7814408,0.1583577713,-1.284457478,-0.005860805861,-0.03076923077,0.4750733138,-0.1114369501,-0.2783882784,-0.4615384615,0.01759530792,0.2521994135,-0.2989010989,-0.2871794872,3.897435897,3.457875458,,0.5289377289,16.12903226,7.00E+03,0.442,15-11-2021 12:31:42,1,0,6,9,-160,87.4,42,12.798,120
2.192918193,1.971916972,-161.0744811,0.1583577713,-1.284457478,-0.005860805861,-0.0336996337,0.4750733138,-0.1114369501,-0.2769230769,-0.463003663,0.01759530792,0.2521994135,-0.2989010989,-0.2871794872,3.897435897,3.457875458,,0.5274725275,16.12903226,7.00E+03,0.589,15-11-2021 12:31:46,1,0,6,9,-160,87.4,42,12.798,120
2.195360195,1.976800977,-160.8791209,0.1583577713,-1.284457478,-0.004395604396,-0.0336996337,0.4750733138,-0.1114369501,-0.2783882784,-0.4307692308,0.01759530792,0.2521994135,-0.2989010989,-0.2871794872,3.897435897,3.457875458,,0.5274725275,16.12903226,7.00E+03,0.725,15-11-2021 12:31:50,1,0,6,9,-160,87.4,42,12.798,120
2.2002442,1.976800977,-161.0744811,0.1583577713,-1.284457478,-0.004395604396,-0.0336996337,0.4750733138,-0.1114369501,-0.2783882784,-0.4322344322,0.01759530792,0.2521994135,-0.2989010989,-0.2871794872,3.897435897,3.457875458,,0.5274725275,16.12903226,7.00E+03,1.139,15-11-2021 12:31:54,1,0,6,9,-160,87.4,42,12.798,120
2.192918193,1.975579976,-161.0744811,0.1583577713,-1.284457478,-0.004395604396,-0.03223443223,0.4750733138,-0.1114369501,-0.2798534799,-0.441025641,0.01759530792,0.2521994135,-0.2974358974,-0.2857142857,3.897435897,3.457875458,,0.5274725275,16.12903226,7.00E+03,0.603,15-11-2021 12:31:58,1,0,6,9,-160,87.4,42,12.798,120
2.192918193,1.976800977,-161.0744811,0.1583577713,-1.284457478,-0.005860805861,-0.03223443223,0.4750733138,-0.1114369501,-0.2798534799,-0.443956044,0.01759530792,0.2521994135,-0.2989010989,-0.2857142857,3.897435897,3.457875458,,0.5289377289,16.12903226,7.00E+03,0.372,15-11-2021 12:32:03,1,0,6,9,-160,87.4,42,12.798,120
2.197802198,1.973137973,-160.976801,0.1583577713,-1.284457478,-0.005860805861,-0.03223443223,0.4750733138,-0.1114369501,-0.2798534799,-0.4322344322,0.01759530792,0.2521994135,-0.2989010989,-0.2871794872,3.897435897,3.457875458,,0.5289377289,16.12903226,7.00E+03,0.67,15-11-2021 12:32:07,1,0,6,9,-160,87.4,42,12.798,120
2.19047619,1.975579976,-161.0744811,0.1583577713,-1.284457478,-0.005860805861,-0.03076923077,0.4750733138,-0.1114369501,-0.2769230769,-0.4483516484,0.01759530792,0.2521994135,-0.2989010989,-0.2871794872,3.897435897,3.457875458,,0.5289377289,16.12903226,7.00E+03,0.95,15-11-2021 12:32:11,1,0,6,9,-160,87.4,42,12.798,120
2.2002442,1.975579976,-160.976801,0.1583577713,-1.284457478,-0.005860805861,-0.03223443223,0.4750733138,-0.1114369501,-0.2783882784,-0.4336996337,0.01759530792,0.2521994135,-0.2989010989,-0.2857142857,3.897435897,3.457875458,,0.5274725275,16.12903226,7.00E+03,0.499,15-11-2021 12:32:15,1,0,6,9,-160,87.4,42,12.798,120
2.195360195,1.971916972,-160.8791209,0.1583577713,-1.284457478,-0.005860805861,-0.03076923077,0.4750733138,-0.1114369501,-0.2783882784,-0.4322344322,0.01759530792,0.2521994135,-0.2974358974,-0.2871794872,3.897435897,3.457875458,,0.5289377289,16.12903226,7.00E+03,0.904,15-11-2021 12:32:19,1,0,6,9,-160,87.4,42,12.798,120
2.192918193,1.975579976,-160.8791209,0.1583577713,-1.284457478,-0.005860805861,-0.03076923077,0.4750733138,-0.1114369501,-0.2783882784,-0.4454212454,0.01759530792,0.2521994135,-0.2989010989,-0.2857142857,3.897435897,3.457875458,,0.5289377289,16.12903226,7.00E+03,0.538,15-11-2021 12:32:23,1,0,6,9,-160,87.4,42,12.798,120
2.2002442,1.974358974,-160.7814408,0.1583577713,-1.284457478,-0.007326007326,-0.03076923077,0.4750733138,-0.1114369501,-0.2798534799,-0.4527472527,0.01759530792,0.2521994135,-0.2974358974,-0.2857142857,3.897435897,3.457875458,,0.5274725275,16.12903226,7.00E+03,0.678,15-11-2021 12:32:27,1,0,6,9,-160,87.4,42,12.798,120
2.2002442,1.974358974,-160.976801,0.1583577713,-1.284457478,-0.004395604396,-0.03223443223,0.4750733138,-0.1114369501,-0.2798534799,-0.4380952381,0.01759530792,0.2521994135,-0.2974358974,-0.2857142857,3.897435897,3.457875458,,0.5289377289,16.12903226,7.00E+03,0.578,15-11-2021 12:32:31,1,0,6,9,-160,87.4,42,12.798,120
2.197802198,1.973137973,-160.6837607,0.1583577713,-1.284457478,-0.004395604396,-0.03223443223,0.4750733138,-0.1114369501,-0.2783882784,-0.4322344322,0.01759530792,0.2521994135,-0.2989010989,-0.2871794872,3.897435897,3.457875458,,0.5274725275,16.12903226,7.00E+03,1.022,15-11-2021 12:32:35,1,0,6,9,-160,87.4,42,12.798,120
2.197802198,1.974358974,-161.0744811,0.1583577713,-1.284457478,-0.005860805861,-0.03223443223,0.4750733138,-0.1114369501,-0.2783882784,-0.4644688645,0.01759530792,0.2521994135,-0.2989010989,-0.2871794872,3.897435897,3.457875458,,0.5289377289,16.12903226,7.00E+03,0.716,15-11-2021 12:32:39,1,0,6,9,-160,87.4,42,12.798,120
2.192918193,1.973137973,-160.8791209,0.1583577713,-1.284457478,-0.007326007326,-0.03223443223,0.4750733138,-0.1114369501,-0.2783882784,-0.463003663,0.01759530792,0.2521994135,-0.2974358974,-0.2871794872,3.897435897,3.457875458,,0.5289377289,16.12903226,7.00E+03,0.792,15-11-2021 12:32:43,1,0,6,9,-160,87.4,42,12.798,120
2.197802198,1.973137973,-161.1721612,0.1583577713,-1.284457478,-0.005860805861,-0.03223443223,0.4750733138,-0.1114369501,-0.2769230769,-0.4556776557,0.01759530792,0.2521994135,-0.2989010989,-0.2871794872,3.897435897,3.457875458,,0.5274725275,16.12903226,7.00E+03,0.29,15-11-2021 12:32:47,1,0,6,9,-160,87.4,42,12.798,120
2.197802198,1.976800977,-160.8791209,0.1583577713,-1.284457478,-0.005860805861,-0.03223443223,0.4750733138,-0.1114369501,-0.2769230769,-0.4586080586,0.01759530792,0.2521994135,-0.2989010989,-0.2871794872,3.897435897,3.457875458,,0.5289377289,16.12903226,7.00E+03,0.697,15-11-2021 12:32:51,1,0,6,9,-160,87.4,42,12.798,120
2.19047619,1.971916972,-161.0744811,0.1583577713,-1.284457478,-0.005860805861,-0.03223443223,0.4750733138,-0.1114369501,-0.2783882784,-0.4336996337,0.01759530792,0.2521994135,-0.2989010989,-0.2871794872,3.897435897,3.457875458,,0.5289377289,16.12903226,7.00E+03,0.723,15-11-2021 12:32:55,1,0,6,9,-160,87.4,42,12.798,120
2.192918193,1.973137973,-160.8791209,0.1583577713,-1.284457478,-0.007326007326,-0.03076923077,0.4750733138,-0.1114369501,-0.2783882784,-0.441025641,0.01759530792,0.2521994135,-0.2989010989,-0.2857142857,3.897435897,3.457875458,,0.5289377289,16.12903226,7.00E+03,0.738,15-11-2021 12:32:59,1,0,6,9,-160,87.4,42,12.798,120
2.192918193,1.973137973,-160.7814408,0.1583577713,-1.284457478,-0.005860805861,-0.03223443223,0.4750733138,-0.1114369501,-0.2798534799,-0.4468864469,0.01759530792,0.2521994135,-0.2989010989,-0.2857142857,3.897435897,3.457875458,,0.5274725275,16.12903226,7.00E+03,0.868,15-11-2021 12:33:03,1,0,6,9,-160,87.4,42,12.798,120
2.2002442,1.974358974,-161.2698413,0.1583577713,-1.284457478,-0.004395604396,-0.0336996337,0.4750733138,-0.1114369501,-0.2783882784,-0.441025641,0.01759530792,0.2521994135,-0.2989010989,-0.2857142857,3.897435897,3.457875458,,0.5289377289,16.12903226,7.00E+03,0.545,15-11-2021 12:33:07,1,0,6,9,-160,87.4,42,12.798,120
2.192918193,1.976800977,-160.7814408,0.1583577713,-1.284457478,-0.005860805861,-0.0336996337,0.4750733138,-0.1114369501,-0.2783882784,-0.4380952381,0.01759530792,0.2521994135,-0.2989010989,-0.2871794872,3.897435897,3.457875458,,0.5274725275,16.12903226,7.00E+03,0.683,15-11-2021 12:33:12,1,0,6,9,-160,87.4,42,12.798,120
2.195360195,1.974358974,-161.0744811,0.1583577713,-1.284457478,-0.004395604396,-0.03223443223,0.4750733138,-0.1114369501,-0.2769230769,-0.4498168498,0.01759530792,0.2521994135,-0.2989010989,-0.2871794872,3.897435897,3.457875458,,0.5289377289,16.12903226,7.00E+03,1.096,15-11-2021 12:33:16,1,0,6,9,-160,87.4,42,12.798,120
2.195360195,1.973137973,-161.0744811,0.1583577713,-1.284457478,-0.005860805861,-0.03076923077,0.4750733138,-0.1114369501,-0.2798534799,-0.4336996337,0.01759530792,0.2521994135,-0.2974358974,-0.2871794872,3.897435897,3.457875458,,0.5289377289,16.12903226,7.00E+03,0.721,15-11-2021 12:33:20,1,0,6,9,-160,87.4,42,12.798,120
2.195360195,1.971916972,-160.8791209,0.1583577713,-1.284457478,-0.004395604396,-0.0336996337,0.4750733138,-0.1114369501,-0.2769230769,-0.4498168498,0.01759530792,0.2521994135,-0.2989010989,-0.2871794872,3.897435897,3.457875458,,0.5289377289,16.12903226,7.00E+03,1.059,15-11-2021 12:33:24,1,0,6,9,-160,87.4,42,12.798,120
2.195360195,1.973137973,-161.0744811,0.1583577713,-1.284457478,-0.005860805861,-0.0336996337,0.4750733138,-0.1114369501,-0.2783882784,-0.4571428571,0.01759530792,0.2521994135,-0.2974358974,-0.2871794872,3.897435897,3.457875458,,0.5274725275,16.12903226,7.00E+03,0.948,15-11-2021 12:33:28,1,0,6,9,-160,87.4,42,12.798,120
2.192918193,1.976800977,-161.0744811,0.1583577713,-1.284457478,-0.005860805861,-0.03223443223,0.4750733138,-0.1114369501,-0.2783882784,-0.4307692308,0.01759530792,0.2521994135,-0.2989010989,-0.2871794872,3.897435897,3.457875458,,0.5289377289,16.12903226,7.00E+03,0.352,15-11-2021 12:33:32,1,0,6,9,-160,87.4,42,12.798,120
2.192918193,1.976800977,-160.976801,0.1583577713,-1.284457478,-0.005860805861,-0.0336996337,0.4750733138,-0.1114369501,-0.2783882784,-0.4468864469,0.01759530792,0.2521994135,-0.2989010989,-0.2871794872,3.897435897,3.457875458,,0.5274725275,16.12903226,7.00E+03,0.88,15-11-2021 12:33:36,1,0,6,9,-160,87.4,42,12.798,120
2.188034188,1.975579976,-160.7814408,0.1583577713,-1.284457478,-0.005860805861,-0.03223443223,0.4750733138,-0.1114369501,-0.2783882784,-0.4351648352,0.01759530792,0.2521994135,-0.2989010989,-0.2871794872,3.897435897,3.457875458,,0.5289377289,16.12903226,7.00E+03,0.795,15-11-2021 12:33:40,1,0,6,9,-160,87.4,42,12.798,120
2.192918193,1.975579976,-161.0744811,0.1583577713,-1.284457478,-0.004395604396,-0.0336996337,0.4750733138,-0.1114369501,-0.2783882784,-0.4454212454,0.01759530792,0.2521994135,-0.2989010989,-0.2871794872,3.897435897,3.457875458,,0.5274725275,16.12903226,7.00E+03,0.736,15-11-2021 12:33:44,1,0,6,9,-160,87.4,42,12.798,120
2.197802198,1.973137973,-160.8791209,0.1583577713,-1.284457478,-0.004395604396,-0.0336996337,0.4750733138,-0.1114369501,-0.2798534799,-0.4424908425,0.01759530792,0.2521994135,-0.2989010989,-0.2857142857,3.897435897,3.457875458,,0.5289377289,16.12903226,7.00E+03,1.025,15-11-2021 12:33:48,1,0,6,9,-160,87.4,42,12.798,120
2.197802198,1.973137973,-161.0744811,0.1583577713,-1.284457478,-0.005860805861,-0.03076923077,0.4750733138,-0.1114369501,-0.2769230769,-0.4483516484,0.01759530792,0.2521994135,-0.2989010989,-0.2871794872,3.897435897,3.457875458,,0.5289377289,16.12903226,7.00E+03,0.485,15-11-2021 12:33:52,1,0,6,9,-160,87.4,42,12.798,120
2.19047619,1.973137973,-160.6837607,0.1583577713,-1.284457478,-0.005860805861,-0.0336996337,0.4750733138,-0.1114369501,-0.2783882784,-0.4600732601,0.01759530792,0.2521994135,-0.2989010989,-0.2871794872,3.897435897,3.457875458,,0.5289377289,16.12903226,7.00E+03,0.444,15-11-2021 12:33:56,1,0,6,9,-160,87.4,42,12.798,120
2.192918193,1.973137973,-160.7814408,0.1583577713,-1.284457478,-0.007326007326,-0.03223443223,0.4750733138,-0.1114369501,-0.2783882784,-0.4366300366,0.01759530792,0.2521994135,-0.2989010989,-0.2871794872,3.897435897,3.457875458,,0.5274725275,16.12903226,7.00E+03,0.929,15-11-2021 12:34:00,1,0,6,9,-160,87.4,42,12.798,120
2.2002442,1.974358974,-160.8791209,0.1583577713,-1.284457478,-0.005860805861,-0.0336996337,0.4750733138,-0.1114369501,-0.2769230769,-0.4454212454,0.01759530792,0.2521994135,-0.2989010989,-0.2857142857,3.897435897,3.457875458,,0.5289377289,16.12903226,7.00E+03,0.773,15-11-2021 12:34:04,1,0,6,9,-160,87.4,42,12.798,120
2.192918193,1.976800977,-161.0744811,0.1583577713,-1.284457478,-0.007326007326,-0.03223443223,0.4750733138,-0.1114369501,-0.2798534799,-0.4380952381,0.01759530792,0.2521994135,-0.2989010989,-0.2857142857,3.897435897,3.457875458,,0.5274725275,16.12903226,7.00E+03,0.769,15-11-2021 12:34:08,1,0,6,9,-160,87.4,42,12.798,120
2.195360195,1.976800977,-161.1721612,0.1583577713,-1.284457478,-0.004395604396,-0.03223443223,0.4750733138,-0.1114369501,-0.2769230769,-0.463003663,0.01759530792,0.2521994135,-0.2989010989,-0.2871794872,3.897435897,3.457875458,,0.5289377289,16.12903226,7.00E+03,0.6,15-11-2021 12:34:12,1,0,6,9,-160,87.4,42,12.798,120
2.195360195,1.975579976,-160.5860806,0.1583577713,-1.284457478,-0.007326007326,-0.03223443223,0.4750733138,-0.1114369501,-0.2783882784,-0.4586080586,0.01759530792,0.2521994135,-0.2989010989,-0.2871794872,3.897435897,3.457875458,,0.5289377289,16.12903226,7.00E+03,0.79,15-11-2021 12:34:16,1,0,6,9,-160,87.4,42,12.798,120
2.192918193,1.975579976,-161.2698413,0.1583577713,-1.284457478,-0.004395604396,-0.03223443223,0.4750733138,-0.1114369501,-0.2798534799,-0.4322344322,0.01759530792,0.2521994135,-0.2974358974,-0.2871794872,3.897435897,3.457875458,,0.5289377289,16.12903226,7.00E+03,0.576,15-11-2021 12:34:21,1,0,6,9,-160,87.4,42,12.798,120
2.197802198,1.974358974,-161.0744811,0.1583577713,-1.284457478,-0.007326007326,-0.03223443223,0.4750733138,-0.1114369501,-0.2783882784,-0.4527472527,0.01759530792,0.2521994135,-0.2989010989,-0.2871794872,3.897435897,3.457875458,,0.5274725275,16.12903226,7.00E+03,0.679,15-11-2021 12:34:25,1,0,6,9,-160,87.4,42,12.798,120
2.192918193,1.976800977,-160.8791209,0.1583577713,-1.284457478,-0.004395604396,-0.03223443223,0.4750733138,-0.1114369501,-0.2783882784,-0.4366300366,0.01759530792,0.2521994135,-0.2989010989,-0.2871794872,3.897435897,3.457875458,,0.5289377289,16.12903226,7.00E+03,0.746,15-11-2021 12:34:29,1,0,6,9,-160,87.4,42,12.798,120
2.197802198,1.974358974,-160.8791209,0.1583577713,-1.284457478,-0.004395604396,-0.0336996337,0.4750733138,-0.1114369501,-0.2769230769,-0.4483516484,0.01759530792,0.2521994135,-0.2989010989,-0.2871794872,3.897435897,3.457875458,,0.5289377289,16.12903226,7.00E+03,0.475,15-11-2021 12:34:33,1,0,6,9,-160,87.4,42,12.798,120
2.192918193,1.976800977,-160.976801,0.1583577713,-1.284457478,-0.005860805861,-0.0336996337,0.4750733138,-0.1114369501,-0.2769230769,-0.4498168498,0.01759530792,0.2521994135,-0.2989010989,-0.2871794872,3.897435897,3.457875458,,0.5289377289,16.12903226,7.00E+03,0.493,15-11-2021 12:34:37,1,0,6,9,-160,87.4,42,12.798,120
2.197802198,1.973137973,-161.2698413,0.1583577713,-1.284457478,-0.005860805861,-0.03223443223,0.4750733138,-0.1114369501,-0.2783882784,-0.4380952381,0.01759530792,0.2521994135,-0.2989010989,-0.2871794872,3.897435897,3.457875458,,0.5274725275,16.12903226,7.00E+03,0.772,15-11-2021 12:34:41,1,0,6,9,-160,87.4,42,12.798,120
2.192918193,1.976800977,-160.8791209,0.1583577713,-1.284457478,-0.005860805861,-0.03076923077,0.4750733138,-0.1114369501,-0.2783882784,-0.4336996337,0.01759530792,0.2521994135,-0.2989010989,-0.2871794872,3.897435897,3.457875458,,0.5274725275,16.12903226,7.00E+03,0.999,15-11-2021 12:34:45,1,0,6,9,-160,87.4,42,12.798,120
2.195360195,1.976800977,-161.1721612,0.1583577713,-1.284457478,-0.005860805861,-0.03076923077,0.4750733138,-0.1114369501,-0.2783882784,-0.4351648352,0.01759530792,0.2521994135,-0.2974358974,-0.2871794872,3.897435897,3.457875458,,0.5289377289,16.12903226,7.00E+03,0.71,15-11-2021 12:34:49,1,0,6,9,-160,87.4,42,12.798,120
2.192918193,1.974358974,-161.0744811,0.1583577713,-1.284457478,-0.005860805861,-0.03076923077,0.4750733138,-0.1114369501,-0.2769230769,-0.4600732601,0.01759530792,0.2521994135,-0.2989010989,-0.2871794872,3.897435897,3.457875458,,0.5289377289,16.12903226,7.00E+03,0.687,15-11-2021 12:34:53,1,0,6,9,-160,87.4,42,12.798,120
2.192918193,1.973137973,-160.8791209,0.1583577713,-1.284457478,-0.004395604396,-0.03223443223,0.4750733138,-0.1114369501,-0.2783882784,-0.443956044,0.01759530792,0.2521994135,-0.2989010989,-0.2871794872,3.897435897,3.457875458,,0.5274725275,16.12903226,7.00E+03,0.368,15-11-2021 12:34:57,1,0,6,9,-160,87.4,42,12.798,120
2.195360195,1.976800977,-160.976801,0.1583577713,-1.284457478,-0.004395604396,-0.0336996337,0.4750733138,-0.1114369501,-0.2783882784,-0.443956044,0.01759530792,0.2521994135,-0.2989010989,-0.2871794872,3.897435897,3.457875458,,0.5274725275,16.12903226,7.00E+03,0.594,15-11-2021 12:35:01,1,0,6,9,-160,87.4,42,12.798,120
2.197802198,1.974358974,-161.4652015,0.1583577713,-1.284457478,-0.004395604396,-0.0336996337,0.4750733138,-0.1114369501,-0.2769230769,-0.4351648352,0.01759530792,0.2521994135,-0.2989010989,-0.2871794872,3.897435897,3.457875458,,0.5289377289,16.12903226,7.00E+03,0.528,15-11-2021 12:35:05,1,0,6,9,-160,87.4,42,12.798,120
2.195360195,1.973137973,-160.8791209,0.1583577713,-1.284457478,-0.005860805861,-0.03076923077,0.4750733138,-0.1114369501,-0.2783882784,-0.4600732601,0.01759530792,0.2521994135,-0.2989010989,-0.2871794872,3.897435897,3.457875458,,0.5289377289,16.12903226,7.00E+03,0.699,15-11-2021 12:35:09,1,0,6,9,-160,87.4,42,12.798,120
2.2002442,1.974358974,-160.7814408,0.1583577713,-1.284457478,-0.005860805861,-0.03223443223,0.4750733138,-0.1114369501,-0.2783882784,-0.441025641,0.01759530792,0.2521994135,-0.2989010989,-0.2871794872,3.897435897,3.457875458,,0.5289377289,16.12903226,7.00E+03,0.634,15-11-2021 12:35:13,1,0,6,9,-160,87.4,42,12.798,120
2.19047619,1.973137973,-161.2698413,0.1583577713,-1.284457478,-0.005860805861,-0.0336996337,0.4750733138,-0.1114369501,-0.2783882784,-0.441025641,0.01759530792,0.2521994135,-0.2989010989,-0.2871794872,3.897435897,3.457875458,,0.5274725275,16.12903226,7.00E+03,0.52,15-11-2021 12:35:17,1,0,6,9,-160,87.4,42,12.798,120
2.192918193,1.976800977,-161.1721612,0.1583577713,-1.284457478,-0.005860805861,-0.03223443223,0.4750733138,-0.1114369501,-0.2783882784,-0.4336996337,0.01759530792,0.2521994135,-0.2989010989,-0.2871794872,3.897435897,3.457875458,,0.5274725275,16.12903226,7.00E+03,0.587,15-11-2021 12:35:21,1,0,6,9,-160,87.4,42,12.798,120
2.195360195,1.973137973,-161.1721612,0.1583577713,-1.284457478,-0.005860805861,-0.03223443223,0.4750733138,-0.1114369501,-0.2783882784,-0.4454212454,0.01759530792,0.2521994135,-0.2989010989,-0.2857142857,3.897435897,3.457875458,,0.5274725275,16.12903226,7.00E+03,0.628,15-11-2021 12:35:26,1,0,6,9,-160,87.4,42,12.798,120
2.195360195,1.971916972,-161.0744811,0.1583577713,-1.284457478,-0.005860805861,-0.03223443223,0.4750733138,-0.1114369501,-0.2783882784,-0.4366300366,0.01759530792,0.2521994135,-0.2989010989,-0.2871794872,3.897435897,3.457875458,,0.5289377289,16.12903226,7.00E+03,0.828,15-11-2021 12:35:30,1,0,6,9,-160,87.4,42,12.798,120
2.19047619,1.975579976,-160.8791209,0.1583577713,-1.284457478,-0.005860805861,-0.03223443223,0.4750733138,-0.1114369501,-0.2783882784,-0.4366300366,0.01759530792,0.2521994135,-0.2989010989,-0.2871794872,3.897435897,3.457875458,,0.5274725275,16.12903226,7.00E+03,0.817,15-11-2021 12:35:34,1,0,6,9,-160,87.4,42,12.798,120
2.19047619,1.974358974,-161.1721612,0.1583577713,-1.284457478,-0.004395604396,-0.03223443223,0.4750733138,-0.1114369501,-0.2783882784,-0.4512820513,0.01759530792,0.2521994135,-0.2989010989,-0.2857142857,3.897435897,3.457875458,,0.5289377289,16.12903226,7.00E+03,0.741,15-11-2021 12:35:38,1,0,6,9,-160,87.4,42,12.798,120
2.195360195,1.976800977,-161.0744811,0.1583577713,-1.284457478,-0.007326007326,-0.03223443223,0.4750733138,-0.1114369501,-0.2769230769,-0.4586080586,0.01759530792,0.2521994135,-0.2989010989,-0.2871794872,3.897435897,3.457875458,,0.5289377289,16.12903226,7.00E+03,0.705,15-11-2021 12:35:42,1,0,6,9,-160,87.4,42,12.798,120
